catchment,year,month,replicate,Aeshna,Alloperla,Ameletus,Amphinemura,Antocha,Baetis,Boyeria,Centroptilum,Ceratopogonidae,Chelifera,Cheumatopsyche,Chironomidae,Chloroperlidae,Chloroperlinae,Clinocera,Clitellata,Collembola,Culicidae,Dicranota,Diptera,Diura,Dixa,Dixidae,Dolichopodidae,Dolophilodes,Dytiscidae,Elmidae,Empididae,Epeorus,Ephemerella,Ephemerellidae,Epitheca,Eurylophella,Glossosoma,Gomphidae,Habrophlebia,Haploperla,Heptagenia,Heptageniidae,Hesperophylax,Heterocloeon,Hexatoma,Holorusia,Hydatophylax,Hydrophilidae,Hydropsyche,Hydropsychidae,Hydroptila,Isogenoides,Isoperla,Lepidostoma,Leptoceridae,Leptophlebia,Leptophlebiidae,Leuctra,Limnephilidae,Limnephilus,Limnophila,Lype,Molophilus,Natarsia,Nemoura,Neophylax,Neurocordulia,Odonata,Onocosmoecus,Oreogeton,Ormosia,Oxyethira,Paracapnia,Paraleptophlebia,Parapsyche,Pedicia,Plecoptera,Polycentropus,Prosimulium,Pseudolimnophila,Pseudostenophylax,Psychoglypha,Pycnopsyche,Rhithrogena,Rhyacophila,Serratella,Simulium,Stenacron,Stenonema,Tabanidae,Taeniopteryx,Tanypodinae,Tanytarsini,Tipula,Tipulidae,Trichoptera
33,2001,october,1,NA,0,0,NA,6.0606060606060606,0,NA,NA,0,12.121212121212121,NA,393.93939393939394,0,3.0303030303030303,0,NA,NA,NA,12.121212121212121,0,NA,NA,3.0303030303030303,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,0,0,30.3030303030303,0,NA,NA,3.0303030303030303,0,0,0,NA,15.15151515151515,NA,15.15151515151515,0,NA,NA,0,0,NA,NA,NA,NA,3.0303030303030303,9.09090909090909,0,0,90.9090909090909,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,3.0303030303030303,48.484848484848484,0,0,0
33,2001,october,2,NA,0,0,NA,0,6.0606060606060606,NA,NA,9.09090909090909,0,NA,312.1212121212121,0,36.36363636363636,0,NA,NA,NA,12.121212121212121,9.09090909090909,NA,NA,3.0303030303030303,NA,3.0303030303030303,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,3.0303030303030303,0,0,0,0,NA,9.09090909090909,NA,NA,0,0,54.54545454545454,0,NA,NA,21.21212121212121,0,0,0,NA,0,NA,12.121212121212121,0,NA,NA,0,3.0303030303030303,NA,NA,NA,NA,33.33333333333333,0,0,0,66.66666666666666,NA,3.0303030303030303,NA,0,NA,0,NA,0,NA,NA,0,NA,3.0303030303030303,63.63636363636363,0,0,3.0303030303030303
33,2001,october,3,NA,0,0,NA,0,0,NA,NA,0,3.0303030303030303,NA,60.6060606060606,0,0,0,NA,NA,NA,18.18181818181818,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0,0,3.0303030303030303,0,NA,0,NA,NA,0,0,6.0606060606060606,0,NA,NA,0,0,0,0,NA,6.0606060606060606,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,3.0303030303030303,6.0606060606060606,0,0,3.0303030303030303,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,3.0303030303030303,0,0,0
33,2001,october,4,NA,0,0,NA,0,3.0303030303030303,NA,NA,9.09090909090909,0,NA,57.57575757575757,0,9.09090909090909,0,NA,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,NA,NA,3.0303030303030303,3.0303030303030303,0,0,NA,3.0303030303030303,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,3.0303030303030303,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,6.0606060606060606,0,0,0
33,2001,october,5,NA,0,3.0303030303030303,NA,15.15151515151515,0,NA,NA,27.27272727272727,0,NA,318.1818181818182,0,45.45454545454545,0,NA,NA,NA,33.33333333333333,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,0,0,36.36363636363636,0,NA,NA,0,0,3.0303030303030303,0,NA,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,0,6.0606060606060606,0,0,9.09090909090909,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,6.0606060606060606,115.15151515151514,0,0,3.0303030303030303
33,2001,october,6,NA,0,0,NA,0,9.09090909090909,NA,NA,24.242424242424242,3.0303030303030303,NA,481.8181818181818,6.0606060606060606,39.39393939393939,0,NA,NA,NA,24.242424242424242,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,3.0303030303030303,0,NA,NA,0,NA,NA,0,0,6.0606060606060606,0,0,NA,0,NA,NA,0,0,30.3030303030303,0,NA,NA,15.15151515151515,0,0,0,NA,3.0303030303030303,NA,0,0,NA,NA,0,3.0303030303030303,NA,NA,NA,NA,0,0,0,0,24.242424242424242,NA,3.0303030303030303,NA,0,NA,0,NA,0,NA,NA,0,NA,6.0606060606060606,384.8484848484848,0,0,0
33,2001,october,7,NA,0,9.09090909090909,NA,9.09090909090909,6.0606060606060606,NA,NA,27.27272727272727,3.0303030303030303,NA,469.6969696969697,27.27272727272727,21.21212121212121,0,NA,NA,NA,36.36363636363636,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,0,0,6.0606060606060606,0,NA,NA,9.09090909090909,0,0,3.0303030303030303,NA,30.3030303030303,NA,12.121212121212121,0,NA,NA,0,0,NA,NA,NA,NA,3.0303030303030303,3.0303030303030303,0,0,154.54545454545453,NA,0,NA,0,NA,3.0303030303030303,NA,0,NA,NA,0,NA,6.0606060606060606,109.09090909090908,0,0,0
33,2001,october,8,NA,0,0,NA,0,0,NA,NA,0,0,NA,15.15151515151515,0,0,0,NA,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,0,0,15.15151515151515,0,NA,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,6.0606060606060606,0,0,0
33,2001,october,9,NA,0,0,NA,0,0,NA,NA,0,0,NA,27.27272727272727,0,0,0,NA,NA,NA,18.18181818181818,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,18.18181818181818,NA,3.0303030303030303,0,NA,NA,0,0,NA,NA,NA,NA,0,21.21212121212121,0,0,6.0606060606060606,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,3.0303030303030303,0,0,0
33,2001,october,10,NA,0,0,NA,0,0,NA,NA,12.121212121212121,0,NA,145.45454545454544,0,15.15151515151515,0,NA,NA,NA,9.09090909090909,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,0,0,3.0303030303030303,0,NA,NA,78.78787878787878,0,0,0,NA,3.0303030303030303,NA,3.0303030303030303,0,NA,NA,0,0,NA,NA,NA,NA,3.0303030303030303,3.0303030303030303,0,0,3.0303030303030303,NA,0,NA,0,NA,3.0303030303030303,NA,0,NA,NA,0,NA,3.0303030303030303,360.60606060606057,0,0,0
34L,2001,may,1,NA,0,0,NA,0,100,NA,NA,45.45454545454545,12.121212121212121,0,630.3030303030303,63.63636363636363,12.121212121212121,0,NA,NA,NA,78.78787878787878,0,NA,NA,0,NA,42.42424242424242,NA,NA,NA,0,0,0,NA,6.0606060606060606,0,0,NA,9.09090909090909,0,0,0,112.12121212121211,9.09090909090909,NA,0,NA,15.15151515151515,NA,NA,0,0,24.242424242424242,0,NA,NA,57.57575757575757,0,0,0,NA,6.0606060606060606,NA,15.15151515151515,0,NA,0,0,9.09090909090909,NA,0,0,NA,33.33333333333333,6.0606060606060606,0,0,309.09090909090907,0,0,NA,NA,0,0,NA,0,0,0,0,NA,87.87878787878788,215.15151515151513,0,0,0
34L,2001,may,2,NA,0,3.0303030303030303,NA,0,30.3030303030303,NA,NA,6.0606060606060606,30.3030303030303,3.0303030303030303,136.36363636363635,0,36.36363636363636,0,NA,NA,NA,6.0606060606060606,24.242424242424242,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,6.0606060606060606,0,0,NA,0,0,0,0,6.0606060606060606,0,NA,0,NA,0,NA,NA,0,0,60.6060606060606,0,NA,NA,24.242424242424242,0,0,0,NA,0,NA,6.0606060606060606,0,NA,0,0,0,NA,0,0,NA,0,6.0606060606060606,0,3.0303030303030303,6.0606060606060606,0,0,NA,NA,0,0,NA,0,0,0,0,NA,27.27272727272727,233.33333333333331,0,0,0
34L,2001,may,3,NA,0,0,NA,0,36.36363636363636,NA,NA,3.0303030303030303,3.0303030303030303,0,124.24242424242424,18.18181818181818,6.0606060606060606,0,NA,NA,NA,9.09090909090909,0,NA,NA,0,NA,6.0606060606060606,NA,NA,NA,0,0,0,NA,0,0,0,NA,3.0303030303030303,0,0,0,15.15151515151515,6.0606060606060606,NA,0,NA,0,NA,NA,0,0,3.0303030303030303,0,NA,NA,15.15151515151515,0,0,0,NA,0,NA,3.0303030303030303,0,NA,0,0,0,NA,0,0,NA,3.0303030303030303,0,0,0,15.15151515151515,0,0,NA,NA,0,0,NA,0,0,0,0,NA,12.121212121212121,36.36363636363636,0,0,0
34L,2001,may,4,NA,0,0,NA,0,103.03030303030303,NA,NA,6.0606060606060606,0,0,206.06060606060606,27.27272727272727,3.0303030303030303,0,NA,NA,NA,36.36363636363636,0,NA,NA,0,NA,51.515151515151516,NA,NA,NA,0,0,0,NA,0,0,0,NA,6.0606060606060606,0,0,0,75.75757575757575,12.121212121212121,NA,0,NA,3.0303030303030303,NA,NA,0,0,21.21212121212121,0,NA,NA,36.36363636363636,0,0,0,NA,0,NA,18.18181818181818,0,NA,0,0,0,NA,0,0,NA,21.21212121212121,0,0,0,127.27272727272727,0,0,NA,NA,0,6.0606060606060606,NA,0,0,0,0,NA,54.54545454545454,206.06060606060606,0,0,0
34L,2001,may,5,NA,0,0,NA,0,100,NA,NA,3.0303030303030303,0,0,281.8181818181818,15.15151515151515,12.121212121212121,0,NA,NA,NA,42.42424242424242,0,NA,NA,0,NA,27.27272727272727,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,54.54545454545454,12.121212121212121,NA,0,NA,15.15151515151515,NA,NA,0,0,6.0606060606060606,0,NA,NA,30.3030303030303,0,0,0,NA,0,NA,15.15151515151515,0,NA,0,0,0,NA,0,0,NA,36.36363636363636,0,0,0,42.42424242424242,0,0,NA,NA,0,0,NA,0,0,0,0,NA,63.63636363636363,306.06060606060606,0,0,0
34L,2001,may,6,NA,6.0606060606060606,0,NA,0,15.15151515151515,NA,NA,0,3.0303030303030303,0,51.515151515151516,6.0606060606060606,0,0,NA,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,6.0606060606060606,6.0606060606060606,NA,0,NA,0,NA,NA,0,0,3.0303030303030303,0,NA,NA,9.09090909090909,0,0,0,NA,0,NA,6.0606060606060606,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,NA,15.15151515151515,3.0303030303030303,0,0,0
34L,2001,may,7,NA,3.0303030303030303,0,NA,0,72.72727272727272,NA,NA,6.0606060606060606,0,0,175.75757575757575,33.33333333333333,3.0303030303030303,0,NA,NA,NA,9.09090909090909,0,NA,NA,0,NA,24.242424242424242,NA,NA,NA,0,0,0,NA,3.0303030303030303,0,0,NA,0,0,0,0,63.63636363636363,15.15151515151515,NA,0,NA,6.0606060606060606,NA,NA,0,3.0303030303030303,15.15151515151515,0,NA,NA,72.72727272727272,0,0,0,NA,0,NA,9.09090909090909,0,NA,0,0,0,NA,0,0,NA,12.121212121212121,0,0,0,9.09090909090909,0,0,NA,NA,0,0,NA,0,0,0,0,NA,78.78787878787878,172.72727272727272,0,0,0
34L,2001,may,8,NA,0,0,NA,0,24.242424242424242,NA,NA,3.0303030303030303,0,0,57.57575757575757,0,18.18181818181818,0,NA,NA,NA,0,12.121212121212121,NA,NA,0,NA,3.0303030303030303,NA,NA,NA,3.0303030303030303,0,0,NA,0,0,0,NA,0,0,0,0,6.0606060606060606,0,NA,0,NA,0,NA,NA,0,0,0,0,NA,NA,27.27272727272727,0,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,NA,3.0303030303030303,0,0,0,3.0303030303030303,0,0,NA,NA,0,0,NA,0,0,0,0,NA,3.0303030303030303,48.484848484848484,0,0,0
34L,2001,may,9,NA,3.0303030303030303,0,NA,0,42.42424242424242,NA,NA,15.15151515151515,3.0303030303030303,3.0303030303030303,130.30303030303028,0,24.242424242424242,0,NA,NA,NA,9.09090909090909,9.09090909090909,NA,NA,0,NA,3.0303030303030303,NA,NA,NA,0,0,0,NA,3.0303030303030303,0,0,NA,0,0,0,0,30.3030303030303,0,NA,0,NA,0,NA,NA,0,0,24.242424242424242,0,NA,NA,24.242424242424242,0,0,0,NA,0,NA,6.0606060606060606,0,NA,0,0,0,NA,0,0,NA,3.0303030303030303,0,0,0,9.09090909090909,0,0,NA,NA,0,0,NA,0,0,0,0,NA,21.21212121212121,136.36363636363635,0,0,3.0303030303030303
34L,2001,may,10,NA,0,0,NA,0,172.72727272727272,NA,NA,18.18181818181818,9.09090909090909,0,421.2121212121212,57.57575757575757,9.09090909090909,0,NA,NA,NA,27.27272727272727,0,NA,NA,0,NA,36.36363636363636,NA,NA,NA,0,0,0,NA,0,0,0,NA,6.0606060606060606,0,0,0,157.57575757575756,9.09090909090909,NA,0,NA,9.09090909090909,NA,NA,0,24.242424242424242,12.121212121212121,0,NA,NA,45.45454545454545,0,0,0,NA,0,NA,24.242424242424242,0,NA,0,0,15.15151515151515,NA,0,0,NA,42.42424242424242,0,0,0,475.75757575757575,0,0,NA,NA,0,9.09090909090909,NA,0,0,0,0,NA,33.33333333333333,321.2121212121212,0,0,0
34L,2001,october,1,NA,0,3.0303030303030303,NA,0,39.39393939393939,NA,NA,3.0303030303030303,0,0,166.66666666666666,12.121212121212121,100,0,NA,NA,NA,15.15151515151515,0,NA,NA,0,NA,9.09090909090909,NA,NA,NA,21.21212121212121,0,0,NA,21.21212121212121,9.09090909090909,3.0303030303030303,NA,0,3.0303030303030303,0,0,106.06060606060606,6.0606060606060606,NA,0,NA,12.121212121212121,NA,NA,0,0,75.75757575757575,0,NA,NA,69.69696969696969,0,0,0,NA,0,NA,12.121212121212121,0,NA,3.0303030303030303,0,0,NA,0,21.21212121212121,NA,3.0303030303030303,0,0,3.0303030303030303,3.0303030303030303,0,0,NA,NA,6.0606060606060606,6.0606060606060606,NA,0,0,3.0303030303030303,0,NA,0,327.27272727272725,6.0606060606060606,0,0
34L,2001,october,2,NA,0,0,NA,0,12.121212121212121,NA,NA,0,0,6.0606060606060606,248.48484848484847,12.121212121212121,60.6060606060606,0,NA,NA,NA,15.15151515151515,0,NA,NA,0,NA,15.15151515151515,NA,NA,NA,6.0606060606060606,0,0,NA,0,3.0303030303030303,0,NA,0,0,6.0606060606060606,0,139.39393939393938,0,NA,0,NA,15.15151515151515,NA,NA,0,0,30.3030303030303,0,NA,NA,93.93939393939394,0,0,6.0606060606060606,NA,0,NA,0,0,NA,0,0,0,NA,0,18.18181818181818,NA,21.21212121212121,0,0,0,12.121212121212121,0,0,NA,NA,0,9.09090909090909,NA,0,0,0,0,NA,0,215.15151515151513,0,0,0
34L,2001,october,3,NA,0,0,NA,0,48.484848484848484,NA,NA,66.66666666666666,0,0,157.57575757575756,12.121212121212121,24.242424242424242,0,NA,NA,NA,9.09090909090909,0,NA,NA,0,NA,6.0606060606060606,NA,NA,NA,6.0606060606060606,0,0,NA,9.09090909090909,0,0,NA,21.21212121212121,0,6.0606060606060606,0,75.75757575757575,18.18181818181818,NA,0,NA,12.121212121212121,NA,NA,0,0,45.45454545454545,0,NA,NA,51.515151515151516,3.0303030303030303,0,0,NA,0,NA,21.21212121212121,0,NA,0,0,3.0303030303030303,NA,12.121212121212121,21.21212121212121,NA,3.0303030303030303,0,0,3.0303030303030303,9.09090909090909,0,0,NA,NA,0,0,NA,0,3.0303030303030303,3.0303030303030303,0,NA,9.09090909090909,215.15151515151513,0,0,0
34L,2001,october,4,NA,0,0,NA,0,54.54545454545454,NA,NA,12.121212121212121,0,33.33333333333333,621.2121212121211,33.33333333333333,133.33333333333331,0,NA,NA,NA,21.21212121212121,0,NA,NA,0,NA,21.21212121212121,NA,NA,NA,0,0,0,NA,45.45454545454545,12.121212121212121,0,NA,0,0,12.121212121212121,0,448.48484848484844,27.27272727272727,NA,0,NA,45.45454545454545,NA,NA,0,0,21.21212121212121,0,NA,NA,327.27272727272725,0,0,0,NA,0,NA,21.21212121212121,0,NA,0,0,0,NA,0,21.21212121212121,NA,15.15151515151515,0,0,3.0303030303030303,21.21212121212121,0,0,NA,NA,21.21212121212121,24.242424242424242,NA,0,0,0,0,NA,12.121212121212121,1421.2121212121212,0,0,0
34L,2001,october,5,NA,0,6.0606060606060606,NA,0,30.3030303030303,NA,NA,36.36363636363636,0,0,584.8484848484849,21.21212121212121,69.69696969696969,0,NA,NA,NA,36.36363636363636,0,NA,NA,0,NA,15.15151515151515,NA,NA,NA,15.15151515151515,0,0,NA,12.121212121212121,15.15151515151515,0,NA,0,0,0,0,181.8181818181818,18.18181818181818,NA,0,NA,0,NA,NA,0,0,33.33333333333333,0,NA,NA,75.75757575757575,0,0,0,NA,0,NA,36.36363636363636,0,NA,0,0,6.0606060606060606,NA,0,15.15151515151515,NA,6.0606060606060606,0,0,0,15.15151515151515,6.0606060606060606,0,NA,NA,6.0606060606060606,12.121212121212121,NA,0,0,0,0,NA,21.21212121212121,472.7272727272727,0,0,0
34L,2001,october,6,NA,0,0,NA,6.0606060606060606,27.27272727272727,NA,NA,63.63636363636363,0,0,278.78787878787875,48.484848484848484,118.18181818181817,0,NA,NA,NA,27.27272727272727,0,NA,NA,0,NA,15.15151515151515,NA,NA,NA,6.0606060606060606,0,6.0606060606060606,NA,15.15151515151515,15.15151515151515,0,NA,21.21212121212121,0,0,0,118.18181818181817,0,NA,0,NA,12.121212121212121,NA,NA,0,0,45.45454545454545,0,NA,NA,187.87878787878788,0,0,0,NA,0,NA,6.0606060606060606,0,NA,0,0,0,NA,0,36.36363636363636,NA,6.0606060606060606,0,0,0,15.15151515151515,0,0,NA,NA,0,0,NA,0,0,0,0,NA,6.0606060606060606,2160.6060606060605,0,0,0
